date,title,url,summary
"Sat, 28 Sep 2024 22:30:34 EST",Liberty carry scars into semifinal showdown vs. Aces,https://www.espn.com/wnba/story/_/id/41460442/new-york-liberty-aim-dethrone-las-vegas-aces-2024-wnba-semifinals,The WNBA Finals loss in 2023 hangs in the air. But the Liberty have reason to believe this could be the year they win the franchise's first title.
"Sat, 28 Sep 2024 22:30:34 EST",Title hopes and fatal flaws: Why each WNBA team can win -- and what could derail them,https://www.espn.com/wnba/story/_/id/41467389/wnba-playoffs-2024-semifinals-wins-fatal-flaws-new-york-liberty-minnesota-lynx-connecticut-sun-las-vegas-aces,"All four semifinalists are legitimate title contenders, but each also has an Achilles' heel."
"Sat, 28 Sep 2024 23:18:55 EST",50/50 and counting: Shohei Ohtani continues to add to historic accomplishment,https://www.espn.com/mlb/story/_/id/41016333/los-angeles-dodgers-shohei-ohtani-tracking-50-home-runs-50-steals,A look at how Shohei Ohtani became the first 50/50 player in MLB history.
"Sat, 28 Sep 2024 20:54:18 EST",How the Knicks' and Wolves' unique problems led to this unlikely trade,https://www.espn.com/nba/story/_/id/41492663/how-knicks-timberwolves-unique-problems-led-unlikely-karl-anthony-towns-julius-randle-trade,A hole at center and a lack of ownership clarity led these two teams with championship aspirations to work with each other to bolster their hopes of getting to June.
"Sat, 28 Sep 2024 20:54:18 EST",Knicks trade for KAT: What insiders are hearing about the deal's impact,https://www.espn.com/nba/story/_/id/41483410/biggest-questions-knicks-timberwolves-blockbuster-trade-towns-randle-divincenzo,NBA Insiders break down the biggest questions on the trade that sends Karl-Anthony Towns to the Knicks.
"Sat, 28 Sep 2024 22:29:46 EST","Let’s preview all 15 remaining NFL Week 4 games: Picks, predictions, fantasy X factors and matchup nuggets",https://www.espn.com/nfl/story/_/id/41458303/nfl-week-4-picks-schedule-fantasy-football-odds-injuries-stats-2024,Which teams will win? Which storylines matter most? Here's everything you need to know.
"Sat, 28 Sep 2024 22:23:34 EST",Carved in corn: Dan Campbell and Caitlin Clark inspire mazes,https://www.espn.com/nfl/story/_/id/41464043/detroit-lions-dan-campbell-indiana-fever-caitlin-clark-corn-maze,"The Dan Campbell-themed corn maze opens at Choice Bar Market on Saturday, while the Caitlin Clark maze remains open through the end of October."
"Sat, 28 Sep 2024 22:23:34 EST","Battleships, 'Balled Out' and more from Week 5 CFB trolls",https://www.espn.com/college-football/story/_/id/41499355/college-football-week-five-social-media-trolls,Navy compared mascots with UAB after the Midshipmen cruised to a big road victory.
"Sun, 29 Sep 2024 01:35:00 EST",MetLife Stadium awarded '25 Club World Cup final,https://www.espn.com/soccer/story/_/id/41498449/new-jersey-metlife-stadium-awarded-2025-club-world-cup-final,"FIFA announced the 12 venues that will host the 2025 FIFA Club World Cup on Saturday, with MetLife Stadium in East Rutherford, N.J. hosting the final July 13. The tournament will begin June 15."
"Sun, 29 Sep 2024 01:35:01 EST",Messi's 15th league goal earns tie for Inter Miami,https://www.espn.com/soccer/story/_/id/41502111/messi-scores-inter-miami-moves-closer-no-1-seed-tie,Lionel Messi moved Inter Miami another step closer to the No. 1 seed for the MLS Cup playoffs.
"Sun, 29 Sep 2024 01:35:01 EST",Chelsea's Palmer scores record 4 first-half goals,https://www.espn.com/soccer/story/_/id/41492174/chelseas-cole-palmer-scores-record-four-first-half-goals,Cole Palmer became the first player to score four goals in the first half of a Premier League match as the forward repeatedly found the back of the net in Chelsea's extraordinary 4-2 win over Brighton at Stamford Bridge on Saturday.
"Sun, 29 Sep 2024 01:35:00 EST",Liverpool top Premier League with win over Wolves,https://www.espn.com/soccer/report/_/gameId/704337,Ibrahima Konate headed home his first ever Premier League goal and Mohamed Salah converted a penalty as Liverpool climbed to the top of the Premier League table with a 2-1 victory over last-place Wolverhampton Wanderers on Saturday.
"Sun, 29 Sep 2024 01:35:01 EST",LaLiga urges arrests after Viní Jr. hate campaign,https://www.espn.com/soccer/story/_/id/41492041/laliga-call-arrests-vinicius-junior-hate-campaign,LaLiga has called for the arrest of fans behind a hate campaign aimed at Real Madrid forward Vinícius Júnior ahead of Sunday's derby against Atlético Madrid.
"Sun, 29 Sep 2024 01:35:00 EST","Kane injured in Bayern Munich, Leverkusen draw",https://www.espn.com/soccer/report/_/gameId/711471,England captain Harry Kane limped off injured as Bayern Munich and Bayer Leverkusen drew 1-1 at the Allianz Arena on Saturday after a long-range strike from Robert Andrich for the visitors was cancelled out by another from Aleksandar Pavlovic.
"Sun, 29 Sep 2024 01:35:01 EST",Gallagher relishing first Madrid derby clash,https://www.espn.com/soccer/story/_/id/41495409/atletico-madrids-conor-gallagher-relishing-real-madrid-clash,"Conor Gallagher has told ESPN he is ""really excited"" about playing for Atlético Madrid in his first derby with Real Madrid on Sunday, and said the atmosphere at their Metropolitano stadium is louder than what he's used to in the Premier League."
"Sun, 29 Sep 2024 01:35:01 EST",Pep on Newcastle draw: City need Rodri solution,https://www.espn.com/soccer/story/_/id/41491767/man-city-find-solution-rodri-absence-pep-guardiola,"Pep Guardiola said he needs to ""find a solution"" to the absence of Rodri from Man City's midfield after his team failed to beat Newcastle on Saturday."
"Sat, 28 Sep 2024 14:58:15 EST",Newcastle expose Man City's frailties without Rodri; so what can Guardiola do?,https://www.espn.com/soccer/story/_/id/41474987/newcastle-expose-man-city-frailties-rodri-guardiola-do,How does Pep Guardiola replace the irreplaceable? Newcastle exposed Rodri's absence on Saturday to pick up a point against Man City.
"Sat, 28 Sep 2024 14:58:15 EST","Arsenal ratings: Saka, Trossard star in dramatic win vs. Leicester",https://www.espn.com/soccer/story/_/id/41474958/arsenal-player-ratings-bukayo-saka-leandro-trossard-star-win-vs-leicester-city,"Bukayo Saka and Leandro Trossard were stellar for Arsenal, which rallied late."
"Sat, 28 Sep 2024 22:35:39 EST",121 losses?! The numbers behind the White Sox's season of shame,https://www.espn.com/mlb/story/_/id/41421364/2024-mlb-chicago-white-sox-121-losses-record-1962-new-york-mets-numbers,We look at the improbable stats that helped shape Chicago's embarrassing MLB record.
"Sat, 28 Sep 2024 13:15:00 EST",The key numbers behind QB Jayden Daniels' hot start in Washington,https://www.espn.com/nfl/story/_/id/41460084/commanders-qb-jayden-daniels-start-numbers,A look at Daniels' numbers over his first three games shows his start has been far from any ordinary rookie's.
"Sat, 28 Sep 2024 09:04:42 EST",On ADHD or anxiety meds? You might be at higher risk for heat stroke,https://www.espn.com/espn/story/_/id/41440938/athletes-adhd-anxiety-meds-increase-heat-stroke-risk,Studies show medications for treating mental health conditions might increase the risk for heat stroke.
"Sat, 28 Sep 2024 08:53:39 EST",Unsettled playoff races? Another milestone for Ohtani? What to watch in MLB's final weekend,https://www.espn.com/mlb/story/_/id/41420236/mlb-2024-regular-season-final-weekend-guide-watch-playoffs,"With a Monday doubleheader locked in, here's your guide to the last few days of baseball before October."
"Sat, 28 Sep 2024 22:21:25 EST",'I've never seen anything like this': Early upsets wreak havoc on NFL survivor pools,https://www.espn.com/espn/betting/story/_/id/41459867/nfl-survivor-pool-upsets-parity-betting,"Survivor pools have been decimated through just three weeks of the NFL season, something unprecedented for causal and high stakes bettors alike."
"Sat, 28 Sep 2024 22:21:25 EST","Betting buzz: Kentucky shocks Ole Miss, BYU clinches win total over",https://www.espn.com/espn/betting/story/_/id/40159558/betting-buzz-latest-sports-betting-odds-updates-changes-line-moves-industry-intel,Betting notes and trends from an action-packed day of college football.
"Sat, 28 Sep 2024 19:01:50 EST",Transfer Talk: Stalemate looms as Van Dijk requests 3-year deal,https://www.espn.com/soccer/story/_/id/41498239/transfer-talk-stalemate-looms-van-dijk-requests-3-year-deal,"Liverpool centre-back Virgil van Dijk has asked for a three-year contract extension, according to reports. Transfer Talk has the latest."
"Sat, 28 Sep 2024 19:01:50 EST","Liverpool gambling with high stakes over Salah, Van Dijk, Alexander-Arnold",https://www.espn.com/soccer/story/_/id/41454743/liverpool-trent-alexander-arnold-virgil-van-dijk-mohamed-salah-contracts-transfers,"Liverpool could soon see Mohamed Salah, Virgil van Dijk, Trent Alexander-Arnold begin to negotiate their exits."
"Fri, 27 Sep 2024 10:01:08 EST","Mbappé's absence, Endrick's role and Bellingham vs. Gallagher: Madrid face derby test",https://www.espn.com/soccer/story/_/id/41458294/real-madrid-atletico-madrid-derby-mbappe-bellingham-endrick,"Ahead of Sunday's derby clash between Real Madrid and Atlético Madrid, we break down the biggest questions facing the LaLiga champs."
"Fri, 27 Sep 2024 11:18:03 EST","Podziemski, Avdija and other top sleepers to target",https://www.espn.com/fantasy/basketball/story/_/id/41464443/fantasy-basketball-top-sleepers-target-2024-25-brandin-podziemski-deni-avdija,Jim McCormick highlights the under the radar players to know about in fantasy basketball drafts.
"Fri, 27 Sep 2024 11:19:06 EST",H2H draft tiers by position,https://www.espn.com/fantasy/basketball/story/_/id/41465683/fantasy-basketball-head-head-points-draft-tiers-position-2024-25,Which positions are the deepest and which do you need to nab a top player early on?
"Sun, 29 Sep 2024 06:30:15 GMT",Familiar problems haunt UCLA during lopsided late night loss to No. 8 Oregon,https://www.latimes.com/sports/ucla/story/2024-09-28/ucla-vs-oregon-game-recap,"<p>UCLA couldn't generate a pass rush or do much in the running game, helping No. 8 Oregon run away with a 34-13 win at the Rose Bowl Saturday night.</p>"
"Sun, 29 Sep 2024 03:30:28 GMT",Dodgers clinch MLB's best record as Shohei Ohtani continues triple-crown chase,https://www.latimes.com/sports/dodgers/story/2024-09-28/dodgers-rockies-saturday-game-recap,"<p>Yoshinobu Yamamoto delivered a strong start for the Dodgers, who rolled to a 13-2 win over the Colorado Rockies in Denver Saturday.</p>"
"Sun, 29 Sep 2024 02:09:30 GMT",Subsanador edges field in dramatic California Crown $1-million race at Santa Anita,https://www.latimes.com/sports/story/2024-09-28/subsanador-edges-field-california-crown-santa-anita-million-dollars,"<p>The California Crown $1-million purse drew a strong field and crowd of 21,812 to Santa Anita Saturday in Arcadia.</p>"
"Sat, 28 Sep 2024 23:57:17 GMT",Santa Anita's California Crown event looks to make an impact,https://www.latimes.com/sports/story/2024-09-28/santa-anita-california-crown-coverage-with-musical-acts,"<p>The California Crown card at Santa Anita Park, with purses of more than $3 million, combines music and horse racing in attempt to draw new fans.</p>"
"Sat, 28 Sep 2024 23:55:06 GMT",USC overcomes mistakes to rally past Wisconsin for Big Ten win,https://www.latimes.com/sports/usc/story/2024-09-28/usc-vs-wisconsin-big-ten-football-game-recap,"<p>A botched punt and early miscues put the Trojans in a hole against the visiting Badgers, but a strong second half gave USC a victory on Saturday afternoon.</p>"
"Sat, 28 Sep 2024 20:57:31 GMT",Column: The Ducks are O.C.'s model sports franchise. Could their owner save the Angels?,https://www.latimes.com/sports/hockey/ducks/story/2024-09-28/column-anaheim-ducks-angels-arte-moreno-henry-samueli,"<p>The Ducks are developing the land around Honda Center to feature shops, apartments, office space and more. It happens to sit across the street from Angel Stadium, and the contrast is striking.</p>"
"Sat, 28 Sep 2024 19:13:28 GMT",High school football top performers in the Southland,https://www.latimes.com/sports/highschool/story/2024-09-28/southland-prep-football-top-performers-week-5,<p>A look at the top performers from high school football games across the Southland on Thursday and Friday nights.</p>
"Sat, 28 Sep 2024 16:34:30 GMT","After 'long funk' and struggles with fastballs, has Will Smith rediscovered his swing?",https://www.latimes.com/sports/dodgers/story/2024-09-28/dodgers-will-smith-swing-fastballs,<p>Will Smith's statistical regression has illustrated his struggles to hone in on his best swing — one the Dodgers are hoping has started to reappear in recent weeks.</p>
"Sat, 28 Sep 2024 11:00:49 GMT","Letters to Sports: Another division title for Dodgers, and what?",https://www.latimes.com/sports/story/2024-09-28/letters-to-sports,"<p>Readers of the L.A. Times Sports section give their opinions and thoughts on the Dodgers, UCLA and USC football, Angels and Shohei Ohtani.</p>"
"Sat, 28 Sep 2024 05:29:22 GMT",Deuce Jefferson leads Long Beach Poly past Lakewood,https://www.latimes.com/sports/highschool/story/2024-09-27/long-beach-poly-lakewood-high-school-football-game-recap,<p>Transfer quarterback Madden Iamaleava and receiver Jace Brown did not play Friday but Deuce Jefferson passed for 175 yards and four touchdowns.</p>
"Sat, 28 Sep 2024 05:13:46 GMT",Birmingham enters City play winless after loss to Calabasas,https://www.latimes.com/sports/highschool/story/2024-09-27/birmingham-calabasas-high-school-football-game-recap,<p>The Patriots have won the City Section Open Division title before when failing to win any intersectional games. The defending champs will try again.</p>
"Sat, 28 Sep 2024 05:00:50 GMT",How the top 25 high school football teams fared,https://www.latimes.com/sports/highschool/story/2024-09-27/la-times-top-25-high-school-football-teams-fared-week-5,"<p>A look at how the top 25 high school football teams in the Southland fared this week, Sept. 26-28.</p>"
"Sat, 28 Sep 2024 00:59:01 GMT",Lakers hire Dr. Vanessa Brooks as head athletic trainer,https://www.latimes.com/sports/lakers/story/2024-09-27/lakers-hire-doctor-vanessa-brooks-as-head-athletic-trainer,<p>New Lakers head athletic trainer Vanessa Brooks was the first Black woman to be dual certified as an athletic trainer and physical therapist.</p>
"Sat, 28 Sep 2024 00:21:55 GMT",Freddie Freeman aiming for NLDS return; Shohei Ohtani making triple crown push,https://www.latimes.com/sports/dodgers/story/2024-09-27/dodgers-freddie-freeman-playoffs-rockies,"<p>Freddie Freeman sustained a sprained ankle in the Dodgers' win over the Padres on Thursday, but the team is confident he will play in the postseason.</p>"
"Sat, 28 Sep 2024 00:20:50 GMT","Terance Mann agrees to a three-year, $47-million extension with Clippers",https://www.latimes.com/sports/clippers/story/2024-09-27/terance-mann-clippers-contract-extension,"<p>Terance Mann will be under contract through the 2027-28 season after agreeing to a three-year, $47-million contract extension with the Clippers.</p>"
"Fri, 27 Sep 2024 21:08:54 GMT","Pistons owner to buy 27% stake of Chargers, ending Spanos family dispute",https://www.latimes.com/sports/chargers/story/2024-09-27/pistons-owner-buy-27-percent-chargers-spanos-family-dispute,<p>Pistons owner Tom Gores to acquire 27% of the Chargers. The deal still requires approval from NFL owners at a meeting in Atlanta next month.</p>
"Fri, 27 Sep 2024 21:04:43 GMT",Angel Reese: Accepting 'villain' role for good of women's basketball 'backfired on me',https://www.latimes.com/sports/story/2024-09-27/angel-reese-accepting-villain-role-backfired,"<p>WNBA star Angel Reese called out those in the media who were ""a little late to the party"" in covering the hate speech directed at players online.</p>"
"Fri, 27 Sep 2024 18:20:35 GMT","Santa Anita is using music acts, including Shaboozey, in the hopes of attracting new fans",https://www.latimes.com/sports/story/2024-09-27/santa-anita-is-using-music-marketing-to-attracting-new-fans,<p>California Crown is making its debut at Santa Anita with $3.1 million in purse money available. But live musical guests including Shaboozey might be the big draw Saturday. </p>
"Fri, 27 Sep 2024 15:50:59 GMT",Shohei Ohtani joins 400-total base club. Only 18 other players have done it in MLB history,https://www.latimes.com/sports/story/2024-09-27/shohei-ohtani-400-total-bases,<p>Shohei Ohtani became the first player in 23 years and only 19th in MLB history to reach 400 total bases in a season when the Dodgers clinched the National League West title.</p>
"Fri, 27 Sep 2024 14:25:20 GMT","Should Shohei Ohtani pitch in the playoffs? Neal ElAttrache, his surgeon, has thoughts",https://www.latimes.com/sports/dodgers/story/2024-09-27/dodgers-shohei-ohtani-neal-elattrache-tommy-john,<p>Dodgers team physician Neal ElAttrache told The Times he would prefer Shohei Ohtani's pitching velocity stay under 90 mph for the moment but that it has crept up to 93.</p>
"Fri, 27 Sep 2024 12:00:32 GMT",'That's why you keep working.' How Mookie Betts snapped a slump at the perfect time,https://www.latimes.com/sports/dodgers/story/2024-09-27/mookie-betts,"<p>Mookie Betts took about 300-400 swings before he faced the Padres on Thursday night at Dodger Stadium, helping him finally break through at the plate.</p>"
"Fri, 27 Sep 2024 11:45:21 GMT",Budding U.S. vs. Mexico indoor soccer rivalry will have different feel this year,https://www.latimes.com/sports/soccer/story/2024-09-27/us-mexico-strykers-match,"<p>Several veteran soccer players, including ones with World Cup and MLS experience, will play in a U.S. vs. Mexico indoor soccer showdown in Ontario.</p>"
"Fri, 27 Sep 2024 11:00:44 GMT",Hernández: Dodgers star Shohei Ohtani proves no moment is too big for him,https://www.latimes.com/sports/dodgers/story/2024-09-27/column-dodgers-hernandez,<p>Shohei Ohtani went into a trance-like state while leading the Dodgers to a division title. His skills could carry them to a World Series victory.</p>
"Fri, 27 Sep 2024 11:00:25 GMT","Carter Shaw never got to play for his dad at Stanford, only impress him at UCLA",https://www.latimes.com/sports/ucla/story/2024-09-27/carter-shaw-david-stanford-ucla-football,"<p>Carter Shaw always wanted to play for his father, former Stanford coach David Shaw, but he's making the most of his college football experience at UCLA.</p>"
"Fri, 27 Sep 2024 10:45:35 GMT",USC vs. Wisconsin three things to watch: Alex Grinch returns to L.A.,https://www.latimes.com/sports/usc/story/2024-09-27/usc-football-what-to-watch-preview,<p>Former USC defensive coordinator Alex Grinch will make his return to the Coliseum as Wisconsin's safeties coach when the Badgers play USC on Saturday.</p>
"Fri, 27 Sep 2024 10:30:52 GMT",Some Bears fans will be rooting for Rams rookie Braden Fiske,https://www.latimes.com/sports/rams/story/2024-09-27/bears-fans-root-rams-rookie-braden-fiske,"<p>Braden Fiske grew up about an hour drive from Soldier Field and his family is full of Chicago Bears fans, who will root for Fiske and Bears to win.</p>"
"Fri, 27 Sep 2024 10:02:59 GMT","Rams vs. Chicago Bears: How to watch, prediction and betting odds",https://www.latimes.com/sports/rams/story/2024-09-27/rams-chicago-bears-how-to-watch-prediction-betting-odds,"<p>Everything you need to know about the Rams taking on the Chicago Bears at Soldier Field, including start time, TV channel and betting odds.</p>"
"Fri, 27 Sep 2024 10:02:26 GMT",Bears' Caleb Williams impresses Matthew Stafford because Rams QB has No. 1 perspective,https://www.latimes.com/sports/rams/story/2024-09-27/caleb-williams-matthew-stafford-no-1-nfl-draft-pick,"<p>Matthew Stafford sees the skills of No. 1 draft pick Caleb Williams of the Bears, the Rams' next opponent, but as a former top pick he also knows the pitfalls.</p>"
"Fri, 27 Sep 2024 10:01:59 GMT","Chargers vs. Kansas City Chiefs: How to watch, prediction and betting odds",https://www.latimes.com/sports/chargers/story/2024-09-27/chargers-chiefs-how-to-watch-prediction-betting-odds,"<p>Everything you need to know about the Chargers playing host to the Kansas City Chiefs at SoFi Stadium on Sunday, including start time, TV channel and betting odds.</p>"
"Fri, 27 Sep 2024 10:01:27 GMT","As Justin Herbert mends and Chiefs game looms, Taylor Heinicke wins over the Chargers",https://www.latimes.com/sports/chargers/story/2024-09-27/justin-herbert-injury-taylor-heinicke-easton-stick-chargers-quarterbacks,"<p>The Chargers hope Justin Herbert can play against the Chiefs, but feel lucky to have Taylor Heinicke and Easton Stick in the quarterback room ahead of Chiefs.</p>"
"Fri, 27 Sep 2024 06:12:28 GMT",High school football: Week 5 scores,https://www.latimes.com/sports/highschool/story/2024-09-26/la-times-prep-football-week-5-scores,<p>CIF City Section and Southern Section high school football scores for Week 5 of the 2024 season.</p>
"Fri, 27 Sep 2024 05:48:51 GMT",Brady Smigiel throws five touchdown passes in Newbury Park victory,https://www.latimes.com/sports/highschool/story/2024-09-26/brady-smigiel-five-touchdowns-newbury-park-ventura,<p>Newbury Park quarterback Brady Smigiel throws five touchdown passes and runs for another to lead the Panthers to a 43-14 victory over Ventura.</p>
"Fri, 27 Sep 2024 05:45:23 GMT",Plaschke: No second guessing! Dodgers division title another triumph for Dave Roberts,https://www.latimes.com/sports/dodgers/story/2024-09-26/dave-roberts-dodgers-division-title-triumph,"<p>Amid a season full of injuries and job insecurity, Dave Roberts is becoming Tommy Lasorda without the bluster, guiding the Dodgers to another division title.</p>"
"Fri, 27 Sep 2024 05:20:38 GMT",Sophomore Ceasar Reyes rushed for 179 yards in Garfield's 21-13 win over Bell,https://www.latimes.com/sports/highschool/story/2024-09-26/ceasar-reyes-garfield-bell,<p>Garfield rallies in the second half to defeat Bell 21-13 behind a big rushing night from Ceasar Reyes</p>
"Fri, 27 Sep 2024 04:40:19 GMT",Dodgers follow a different path in capturing their 11th NL West crown in 12 seasons,https://www.latimes.com/sports/dodgers/story/2024-09-26/dodgers-clinch-nl-west-title-defeat-padres,"<p>The Dodgers defeat the San Diego Padres 7-2 to clinch another NL West title, but Freddie Freeman rolls his ankle in another potential cause for concern.</p>"
"Fri, 27 Sep 2024 02:32:51 GMT",What was (and wasn't) discussed in Dodgers' pitching meeting with Shohei Ohtani,https://www.latimes.com/sports/dodgers/story/2024-09-26/andrew-friedman-shohei-ohtani-pitching-playoffs,"<p>Andrew Friedman says the Dodgers aren't even thinking about Shohei Ohtani pitching in the playoffs, but he isn't completely dismissing the possibility.</p>"
"Fri, 27 Sep 2024 01:51:19 GMT","Clayton Kershaw isn't giving up on a return, but he could still be out for weeks",https://www.latimes.com/sports/dodgers/story/2024-09-26/clayton-kershaw-dodgers-return-injury-toe-playoffs,<p>Dodgers manager Dave Roberts says it could at least a couple of weeks before pitcher Clayton Kershaw is able to return from his toe injury.</p>
"Thu, 26 Sep 2024 23:59:49 GMT",Friday Night Live: Banning standout Steven Perez talks about season,https://www.latimes.com/sports/highschool/story/2024-09-26/friday-night-live-banning-steven-perez,<p>Eric Sondheimer and Randy Rosenbloom talk to versatile Banning football standout Steven Perez about his season and the terrific Marine League matchups ahead.</p>
"Thu, 26 Sep 2024 21:58:38 GMT",Teen says Shohei Ohtani's 50th home run ball was stolen from him. He files lawsuit to stop auction,https://www.latimes.com/sports/dodgers/story/2024-09-26/shohei-ohtani-50-50-home-run-ball-lawsuit,"<p>A high school senior filed a lawsuit claiming he's the rightful owner of the 50-50 home run ball hit by Dodgers star Shohei Ohtani. The ball will be up for auction, starting at $500,000.</p>"
"Thu, 26 Sep 2024 20:53:16 GMT","Arellano: To my Tío Santos, whose love of baseball and golf knew no peer",https://www.latimes.com/sports/story/2024-09-26/santos-arellano-perez-obituary,"<p>Times columnist Gustavo Arellano honors his Tío Santos, whose love of baseball and golf knew no peer.</p>"
"Thu, 26 Sep 2024 19:13:22 GMT",WNBA says it won't tolerate racism after Alyssa Thomas calls the league out: 'No place for it',https://www.latimes.com/sports/story/2024-09-26/alyssa-thomas-wnba-fans-racism-caitlin-clark-dijonai-carrington,"<p>The WNBA said it 'will not tolerate racist, derogatory, or threatening comments' after being called upon to do so by Connecticut Sun star Alyssa Thomas.</p>"
"Thu, 26 Sep 2024 13:45:54 GMT",Will a late start lead to a wacky ending? Five things to watch in UCLA vs. Oregon,https://www.latimes.com/sports/ucla/story/2024-09-26/ucla-football-vs-oregon-five-things-to-watch,<p>Five things to watch as UCLA looks to pull off an upset against No. 8 Oregon at the Rose Bowl on Saturday at 8 p.m.</p>
"Thu, 26 Sep 2024 11:00:35 GMT","There's no I in banner: Restocked with talent, UCLA puts egos aside in title quest",https://www.latimes.com/sports/ucla/story/2024-09-26/ucla-mens-basketball-update,<p>UCLA guard Lazar Stefanovic is among the Bruins who accepted less time on floor in exchange for building a more competitive team.</p>
"Thu, 26 Sep 2024 10:06:05 GMT",Chargers' Jim Harbaugh disagrees with NFL's ruling on Derwin James Jr.'s suspension,https://www.latimes.com/sports/chargers/story/2024-09-26/chargers-jim-harbaugh-disagrees-nfls-ruling-derwin-james-jr-suspension,"<p>Chargers coach Jim Harbaugh was disappointed about Derwin James Jr.'s suspension, saying there were ""mitigating circumstances"" on the hit against the Steelers</p>"
"Thu, 26 Sep 2024 10:05:22 GMT","Matthew Stafford's 36th fourth-quarter comeback benefited Rams, opened record book",https://www.latimes.com/sports/rams/story/2024-09-26/matthew-staffords-36th-fourth-quarter-comeback-nfl-record-book,"<p>Matthew Stafford led the 36th fourth-quarter comeback of his career as the Rams upset the 49ers, but he's also close to passing many legends in record book.</p>"
"Thu, 26 Sep 2024 10:00:33 GMT",Plaschke: Who else? What else? Shohei Ohtani slugs Dodgers to the verge of a division title,https://www.latimes.com/sports/dodgers/story/2024-09-26/dodgers-plaschke,"<p>Shohei Ohtani's energy has been infectious, powering the Dodgers to a win over the Padres and one step away from a pennant.</p>"
"Thu, 26 Sep 2024 10:00:12 GMT","NFL Week 4 picks: Vikings-Packers, Chiefs-Chargers among division showdowns",https://www.latimes.com/sports/story/2024-09-26/nfl-week-4-picks-critial-division-matchups,"<p>NFL Week 4 picks: Cowboys-Giants, Vikings-Packers, Chiefs-Chargers and Saints-Falcons already are critical division matchups in first month of the NFL season.</p>"
"Thu, 26 Sep 2024 07:28:30 GMT",Gavin Lux rewards Dave Roberts' patience with key hits in Dodgers' win over Padres,https://www.latimes.com/sports/dodgers/story/2024-09-26/dodgers-gavin-lux,"<p>Gavin Lux, who was mired in a slump, had a run-scoring single and another hit as the Dodgers defeated the Padres.</p>"
